event,timestamp,button,finger,word
WORD_NEXT,1675356602549,None,None,54290 Trier
TRIAL_START,1675356602549,None,None,None
CHAR_SELECTED,1675356622390,A,3,None
CHAR_SELECTED,1675356622611,1,2,None
CHAR_SELECTED,1675356622846,2,2,None
CHAR_SELECTED,1675356623438,3,2,None
CHAR_SELECTED,1675356623754,4,2,None
CHAR_SELECTED,1675356626172,5,2,None
CHAR_CLICKED,1675356631239,5,None,None
CHAR_SELECTED,1675356633568,4,2,None
CHAR_CLICKED,1675356635245,4,None,None
CHAR_SELECTED,1675356636522,3,2,None
CHAR_SELECTED,1675356636624,2,2,None
CHAR_CLICKED,1675356638176,2,None,None
CHAR_SELECTED,1675356642106,1,2,None
CHAR_SELECTED,1675356642216,0,2,None
CHAR_SELECTED,1675356642307,9,2,None
CHAR_SELECTED,1675356642423,8,2,None
CHAR_SELECTED,1675356643276,9,2,None
CHAR_CLICKED,1675356645349,9,None,None
CHAR_SELECTED,1675356646554,I,3,None
CHAR_SELECTED,1675356647571,9,2,None
CHAR_SELECTED,1675356648966,0,2,None
CHAR_SELECTED,1675356649397,1,2,None
CHAR_SELECTED,1675356652037,0,2,None
CHAR_SELECTED,1675356652465,9,2,None
CHAR_SELECTED,1675356654487,0,2,None
CHAR_SELECTED,1675356654999,1,2,None
CHAR_SELECTED,1675356655985,0,2,None
CHAR_CLICKED,1675356658021,0,None,None
CHAR_SELECTED,1675356664809,T,4,None
CHAR_SELECTED,1675356666170,K,4,None
CHAR_SELECTED,1675356666679,L,4,None
CHAR_SELECTED,1675356667407,V,5,None
CHAR_SELECTED,1675356668667,L,4,None
CHAR_SELECTED,1675356668943,V,5,None
CHAR_SELECTED,1675356669277,L,4,None
CHAR_SELECTED,1675356670239,K,4,None
CHAR_SELECTED,1675356670320,U,5,None
CHAR_SELECTED,1675356674423,K,4,None
CHAR_SELECTED,1675356674670,L,4,None
CHAR_SELECTED,1675356674900,V,5,None
CHAR_SELECTED,1675356675288,W,5,None
CHAR_SELECTED,1675356675996,X,5,None
CHAR_SELECTED,1675356679643,Y,5,None
CHAR_SELECTED,1675356679912,Z,5,None
CHAR_SELECTED,1675356680131,SPACE,5,None
CHAR_CLICKED,1675356682925,SPACE,None,None
CHAR_SELECTED,1675356691823,Z,5,None
CHAR_SELECTED,1675356692002,P,4,None
CHAR_SELECTED,1675356693065,Q,4,None
CHAR_SELECTED,1675356693223,R,4,None
CHAR_SELECTED,1675356693388,S,4,None
CHAR_SELECTED,1675356693726,T,4,None
CHAR_CLICKED,1675356696423,T,None,None
CHAR_SELECTED,1675356698488,J,3,None
CHAR_SELECTED,1675356699711,I,3,None
CHAR_SELECTED,1675356700097,H,3,None
CHAR_SELECTED,1675356700948,I,3,None
CHAR_SELECTED,1675356703283,J,3,None
CHAR_SELECTED,1675356703555,A,3,None
CHAR_SELECTED,1675356703773,K,4,None
CHAR_SELECTED,1675356704546,L,4,None
CHAR_SELECTED,1675356704779,V,5,None
CHAR_SELECTED,1675356706247,L,4,None
CHAR_SELECTED,1675356706445,M,4,None
CHAR_SELECTED,1675356706602,N,4,None
CHAR_SELECTED,1675356706932,O,4,None
CHAR_SELECTED,1675356707098,P,4,None
CHAR_SELECTED,1675356707230,Q,4,None
CHAR_SELECTED,1675356707382,R,4,None
CHAR_CLICKED,1675356709369,R,None,None
CHAR_SELECTED,1675356710858,H,3,None
CHAR_SELECTED,1675356711160,I,3,None
CHAR_SELECTED,1675356711364,J,3,None
CHAR_SELECTED,1675356712023,I,3,None
CHAR_CLICKED,1675356713689,I,None,None
CHAR_SELECTED,1675356716260,S,4,None
CHAR_SELECTED,1675356716618,I,3,None
CHAR_SELECTED,1675356717878,S,4,None
CHAR_SELECTED,1675356719455,R,4,None
CHAR_SELECTED,1675356723917,H,3,None
CHAR_SELECTED,1675356724048,G,3,None
CHAR_SELECTED,1675356725470,F,3,None
CHAR_SELECTED,1675356725656,E,3,None
CHAR_CLICKED,1675356726874,E,None,None
CHAR_SELECTED,1675356728563,F,3,None
CHAR_SELECTED,1675356728688,G,3,None
CHAR_SELECTED,1675356728870,H,3,None
CHAR_SELECTED,1675356729759,I,3,None
CHAR_SELECTED,1675356729864,J,3,None
CHAR_SELECTED,1675356730008,A,3,None
CHAR_SELECTED,1675356730200,1,2,None
CHAR_SELECTED,1675356731158,A,3,None
CHAR_SELECTED,1675356731262,J,3,None
CHAR_SELECTED,1675356732326,T,4,None
CHAR_SELECTED,1675356732731,K,4,None
CHAR_SELECTED,1675356733686,T,4,None
CHAR_SELECTED,1675356733824,J,3,None
CHAR_SELECTED,1675356734521,T,4,None
CHAR_SELECTED,1675356735792,K,4,None
CHAR_SELECTED,1675356735958,L,4,None
CHAR_SELECTED,1675356736693,M,4,None
CHAR_SELECTED,1675356736864,N,4,None
CHAR_SELECTED,1675356736949,O,4,None
CHAR_SELECTED,1675356737086,5,2,None
CHAR_SELECTED,1675356738890,O,4,None
CHAR_SELECTED,1675356739213,Y,5,None
CHAR_SELECTED,1675356740033,O,4,None
CHAR_SELECTED,1675356740812,P,4,None
CHAR_SELECTED,1675356741156,Q,4,None
CHAR_SELECTED,1675356741657,R,4,None
CHAR_CLICKED,1675356743460,R,None,None
CHAR_SELECTED,1675356746697,H,3,None
CHAR_SELECTED,1675356746878,I,3,None
CHAR_SELECTED,1675356747110,S,4,None
CHAR_SELECTED,1675356749234,ENTER,5,None
CHAR_SELECTED,1675356749328,S,4,None
CHAR_SELECTED,1675356749530,T,4,None
CHAR_SELECTED,1675356750667,ENTER,5,None
CHAR_SELECTED,1675356750964,I,3,None
CHAR_SELECTED,1675356751770,S,4,None
CHAR_SELECTED,1675356752630,ENTER,5,None
WORD_DONE,1675356754841,None,None,54290 Trier
WORD_NEXT,1675356754843,None,None,Auto
CHAR_SELECTED,1675356758695,9,2,None
CHAR_SELECTED,1675356758759,8,2,None
CHAR_SELECTED,1675356758827,7,2,None
CHAR_SELECTED,1675356758927,6,2,None
CHAR_SELECTED,1675356761287,F,3,None
CHAR_SELECTED,1675356761450,G,3,None
CHAR_SELECTED,1675356762137,F,3,None
CHAR_SELECTED,1675356762247,E,3,None
CHAR_SELECTED,1675356762310,D,3,None
CHAR_SELECTED,1675356762409,C,3,None
CHAR_SELECTED,1675356763086,M,4,None
CHAR_SELECTED,1675356763372,L,4,None
CHAR_SELECTED,1675356765810,B,3,None
CHAR_SELECTED,1675356766135,A,3,None
CHAR_SELECTED,1675356766280,J,3,None
CHAR_SELECTED,1675356767034,A,3,None
CHAR_CLICKED,1675356768810,A,None,None
CHAR_SELECTED,1675356774023,K,4,None
CHAR_SELECTED,1675356774334,U,6,None
CHAR_SELECTED,1675356774798,K,4,None
CHAR_SELECTED,1675356777817,U,6,None
CHAR_SELECTED,1675356778183,V,5,None
CHAR_SELECTED,1675356779086,U,7,None
CHAR_CLICKED,1675356781139,U,None,None
CHAR_SELECTED,1675356784015,K,4,None
CHAR_SELECTED,1675356786472,L,4,None
CHAR_SELECTED,1675356786609,M,4,None
CHAR_SELECTED,1675356787610,N,4,None
CHAR_SELECTED,1675356787677,D,3,None
CHAR_SELECTED,1675356787808,E,3,None
CHAR_SELECTED,1675356787964,F,3,None
CHAR_SELECTED,1675356788907,E,3,None
CHAR_SELECTED,1675356788998,D,3,None
CHAR_SELECTED,1675356789104,C,3,None
CHAR_SELECTED,1675356789279,M,4,None
CHAR_SELECTED,1675356791632,N,4,None
CHAR_SELECTED,1675356791828,O,4,None
CHAR_SELECTED,1675356792097,P,4,None
CHAR_SELECTED,1675356792290,Q,4,None
