event,timestamp,button,finger,word
WORD_NEXT,1675787576091,None,None,02262 Wiehl
TRIAL_START,1675787576091,None,None,None
CHAR_SELECTED,1675787583962,2,2,None
CHAR_SELECTED,1675787584194,3,2,None
CHAR_SELECTED,1675787584595,4,2,None
CHAR_SELECTED,1675787584997,5,2,None
CHAR_SELECTED,1675787585262,6,2,None
CHAR_SELECTED,1675787585464,7,2,None
CHAR_SELECTED,1675787585729,8,2,None
CHAR_SELECTED,1675787585960,9,2,None
CHAR_SELECTED,1675787589524,0,2,None
CHAR_SELECTED,1675787589994,1,2,None
CHAR_SELECTED,1675787590552,2,2,None
CHAR_SELECTED,1675787592182,1,2,None
CHAR_SELECTED,1675787593781,0,2,None
CHAR_SELECTED,1675787594184,9,2,None
CHAR_SELECTED,1675787607997,0,2,None
CHAR_SELECTED,1675787608495,1,2,None
CHAR_SELECTED,1675787615410,0,2,None
CHAR_CLICKED,1675787617783,0,None,None
CHAR_SELECTED,1675787621601,1,2,None
CHAR_SELECTED,1675787621835,2,2,None
CHAR_CLICKED,1675787624137,2,None,None
CHAR_CLICKED,1675787625275,2,None,None
CHAR_SELECTED,1675787627102,1,2,None
CHAR_SELECTED,1675787629489,2,2,None
CHAR_SELECTED,1675787629821,3,2,None
CHAR_SELECTED,1675787630152,4,2,None
CHAR_SELECTED,1675787630554,5,2,None
CHAR_SELECTED,1675787630949,6,2,None
CHAR_SELECTED,1675787631251,7,2,None
CHAR_SELECTED,1675787632122,6,2,None
CHAR_CLICKED,1675787634243,6,None,None
CHAR_SELECTED,1675787637605,5,2,None
CHAR_SELECTED,1675787638308,4,2,None
CHAR_SELECTED,1675787638839,3,2,None
CHAR_SELECTED,1675787640333,2,2,None
CHAR_CLICKED,1675787641954,2,None,None
CHAR_SELECTED,1675787649254,V,5,None
CHAR_SELECTED,1675787650321,W,5,None
CHAR_SELECTED,1675787651517,X,5,None
CHAR_SELECTED,1675787651885,Y,5,None
CHAR_SELECTED,1675787652287,Z,5,None
CHAR_SELECTED,1675787652786,SPACE,5,None
CHAR_CLICKED,1675787654560,SPACE,None,None
CHAR_SELECTED,1675787661874,7,2,None
CHAR_SELECTED,1675787662031,6,2,None
CHAR_SELECTED,1675787664064,F,3,None
CHAR_SELECTED,1675787670229,Z,5,None
