event,timestamp,button,finger,word
WORD_NEXT,1675377585382,None,None,Navi
TRIAL_START,1675377585382,None,None,None
CHAR_SELECTED,1675377591720,K,4,None
CHAR_SELECTED,1675377591957,L,4,None
CHAR_SELECTED,1675377592403,M,4,None
CHAR_SELECTED,1675377592752,N,4,None
CHAR_SELECTED,1675377593183,O,4,None
CHAR_SELECTED,1675377595232,N,4,None
CHAR_SELECTED,1675377595754,M,4,None
CHAR_SELECTED,1675377598006,N,4,None
CHAR_CLICKED,1675377599873,N,None,None
CHAR_SELECTED,1675377602334,D,3,None
CHAR_SELECTED,1675377602514,C,3,None
CHAR_SELECTED,1675377603253,B,3,None
CHAR_SELECTED,1675377603815,A,3,None
CHAR_SELECTED,1675377604349,J,3,None
CHAR_SELECTED,1675377605745,A,3,None
CHAR_CLICKED,1675377607663,A,None,None
CHAR_SELECTED,1675377609933,U,5,None
CHAR_SELECTED,1675377610069,V,5,None
CHAR_SELECTED,1675377610235,W,5,None
CHAR_SELECTED,1675377612436,V,5,None
CHAR_CLICKED,1675377615079,V,None,None
CHAR_SELECTED,1675377617416,B,3,None
CHAR_SELECTED,1675377617860,C,3,None
CHAR_SELECTED,1675377618654,D,3,None
CHAR_SELECTED,1675377618820,E,3,None
CHAR_SELECTED,1675377619050,F,3,None
CHAR_SELECTED,1675377619319,G,3,None
CHAR_SELECTED,1675377619717,Q,4,None
CHAR_SELECTED,1675377620267,G,3,None
CHAR_SELECTED,1675377621839,H,3,None
CHAR_SELECTED,1675377622699,I,3,None
CHAR_SELECTED,1675377623398,J,3,None
CHAR_SELECTED,1675377626638,I,3,None
CHAR_CLICKED,1675377629158,I,None,None
CHAR_SELECTED,1675377630897,ENTER,5,None
CHAR_SELECTED,1675377631098,U,5,None
CHAR_SELECTED,1675377633552,ENTER,5,None
WORD_DONE,1675377636249,None,None,Navi
WORD_NEXT,1675377636250,None,None,54290 Trier
CHAR_SELECTED,1675377638523,9,2,None
CHAR_SELECTED,1675377638654,0,2,None
CHAR_SELECTED,1675377639509,9,2,None
CHAR_SELECTED,1675377639649,8,2,None
CHAR_SELECTED,1675377639715,7,2,None
CHAR_SELECTED,1675377639840,6,2,None
CHAR_SELECTED,1675377642484,5,2,None
CHAR_SELECTED,1675377642675,4,2,None
CHAR_SELECTED,1675377643580,5,2,None
CHAR_CLICKED,1675377645305,5,None,None
CHAR_SELECTED,1675377648925,4,2,None
CHAR_CLICKED,1675377650602,4,None,None
CHAR_SELECTED,1675377651839,3,2,None
CHAR_SELECTED,1675377651901,2,2,None
CHAR_CLICKED,1675377653392,2,None,None
CHAR_SELECTED,1675377654519,1,2,None
CHAR_SELECTED,1675377654678,0,2,None
CHAR_SELECTED,1675377656320,9,2,None
CHAR_CLICKED,1675377658313,9,None,None
CHAR_SELECTED,1675377659648,0,2,None
CHAR_CLICKED,1675377660942,0,None,None
CHAR_SELECTED,1675377663207,T,4,None
CHAR_SELECTED,1675377667498,ENTER,5,None
CHAR_SELECTED,1675377670529,SPACE,5,None
CHAR_SELECTED,1675377671059,Z,5,None
CHAR_SELECTED,1675377674015,SPACE,5,None
CHAR_CLICKED,1675377675475,SPACE,None,None
CHAR_SELECTED,1675377677350,Q,4,None
CHAR_SELECTED,1675377678087,R,4,None
CHAR_SELECTED,1675377679050,S,4,None
CHAR_SELECTED,1675377679486,T,4,None
CHAR_CLICKED,1675377680812,T,None,None
CHAR_SELECTED,1675377681941,S,4,None
CHAR_SELECTED,1675377683301,R,4,None
CHAR_CLICKED,1675377684662,R,None,None
CHAR_SELECTED,1675377686429,H,3,None
CHAR_SELECTED,1675377687408,I,3,None
CHAR_CLICKED,1675377689431,I,None,None
CHAR_SELECTED,1675377690571,H,3,None
CHAR_SELECTED,1675377690690,G,3,None
CHAR_SELECTED,1675377691250,F,3,None
CHAR_SELECTED,1675377691624,E,3,None
CHAR_CLICKED,1675377693220,E,None,None
CHAR_SELECTED,1675377694588,O,4,None
CHAR_SELECTED,1675377694651,P,4,None
CHAR_SELECTED,1675377694767,Q,4,None
CHAR_SELECTED,1675377695486,R,4,None
CHAR_CLICKED,1675377697431,R,None,None
CHAR_SELECTED,1675377698918,SPACE,5,None
