event,timestamp,button,finger,word
WORD_NEXT,1675376293906,None,None,Radio
TRIAL_START,1675376293906,None,None,None
CHAR_SELECTED,1675376295284,2,3,None
CHAR_SELECTED,1675376295347,3,3,None
CHAR_SELECTED,1675376295372,4,3,None
CHAR_SELECTED,1675376295403,5,3,None
CHAR_SELECTED,1675376295713,6,4,None
CHAR_SELECTED,1675376295733,7,2,None
CHAR_SELECTED,1675376296070,8,4,None
CHAR_SELECTED,1675376296142,9,4,None
CHAR_SELECTED,1675376296166,0,3,None
CHAR_SELECTED,1675376296504,A,4,None
CHAR_SELECTED,1675376296536,B,4,None
CHAR_SELECTED,1675376296572,C,4,None
CHAR_SELECTED,1675376296636,D,3,None
CHAR_SELECTED,1675376297067,E,4,None
CHAR_SELECTED,1675376297137,F,4,None
CHAR_SELECTED,1675376297197,G,3,None
CHAR_SELECTED,1675376297566,H,4,None
CHAR_SELECTED,1675376297635,I,4,None
CHAR_SELECTED,1675376297672,J,4,None
CHAR_SELECTED,1675376297728,K,3,None
CHAR_SELECTED,1675376297802,L,2,None
CHAR_SELECTED,1675376298332,M,4,None
CHAR_SELECTED,1675376298401,N,4,None
CHAR_SELECTED,1675376298533,O,3,None
CHAR_SELECTED,1675376298660,P,3,None
CHAR_SELECTED,1675376299160,Q,3,None
CHAR_SELECTED,1675376300224,R,2,None
CHAR_CLICKED,1675376301643,R,None,None
CHAR_SELECTED,1675376302397,Q,4,None
CHAR_SELECTED,1675376302444,P,4,None
CHAR_SELECTED,1675376302467,O,4,None
CHAR_SELECTED,1675376302514,N,4,None
CHAR_SELECTED,1675376302841,M,4,None
CHAR_SELECTED,1675376302890,L,4,None
CHAR_SELECTED,1675376302933,K,3,None
CHAR_SELECTED,1675376302972,J,2,None
CHAR_SELECTED,1675376303371,I,4,None
CHAR_SELECTED,1675376303424,H,4,None
CHAR_SELECTED,1675376303526,G,4,None
CHAR_SELECTED,1675376303956,F,4,None
CHAR_SELECTED,1675376304029,E,4,None
CHAR_SELECTED,1675376304054,D,4,None
CHAR_SELECTED,1675376304129,C,4,None
CHAR_SELECTED,1675376304631,B,4,None
CHAR_SELECTED,1675376304930,A,4,None
CHAR_CLICKED,1675376307906,A,None,None
CHAR_SELECTED,1675376309228,B,4,None
CHAR_SELECTED,1675376309329,C,4,None
CHAR_SELECTED,1675376309419,D,4,None
CHAR_CLICKED,1675376311127,D,None,None
CHAR_SELECTED,1675376312383,E,4,None
CHAR_SELECTED,1675376312477,F,4,None
CHAR_SELECTED,1675376312551,G,4,None
CHAR_SELECTED,1675376312681,H,4,None
CHAR_SELECTED,1675376313087,I,3,None
CHAR_SELECTED,1675376313376,J,3,None
CHAR_SELECTED,1675376314073,I,3,None
CHAR_CLICKED,1675376316143,I,None,None
CHAR_SELECTED,1675376317268,J,4,None
CHAR_SELECTED,1675376317297,K,4,None
CHAR_SELECTED,1675376317432,L,4,None
CHAR_SELECTED,1675376317529,M,4,None
CHAR_SELECTED,1675376317599,N,4,None
CHAR_SELECTED,1675376317705,O,3,None
CHAR_CLICKED,1675376319280,O,None,None
CHAR_SELECTED,1675376320129,P,4,None
CHAR_SELECTED,1675376320161,Q,4,None
CHAR_SELECTED,1675376320232,R,4,None
CHAR_SELECTED,1675376320273,S,3,None
CHAR_SELECTED,1675376320561,T,4,None
CHAR_SELECTED,1675376320628,U,4,None
CHAR_SELECTED,1675376320668,V,4,None
CHAR_SELECTED,1675376320694,W,4,None
CHAR_SELECTED,1675376320757,X,3,None
CHAR_SELECTED,1675376320824,Y,3,None
CHAR_SELECTED,1675376321230,Z,4,None
