event,timestamp,button,finger,word
WORD_NEXT,1675792221083,None,None,Navi
TRIAL_START,1675792221086,None,None,None
CHAR_SELECTED,1675792226466,A,3,None
CHAR_SELECTED,1675792226555,K,4,None
CHAR_SELECTED,1675792226654,T,4,None
CHAR_SELECTED,1675792226766,S,4,None
CHAR_SELECTED,1675792227587,R,4,None
CHAR_SELECTED,1675792227812,Q,4,None
CHAR_SELECTED,1675792228087,G,3,None
CHAR_SELECTED,1675792228426,F,3,None
CHAR_SELECTED,1675792228783,G,3,None
CHAR_SELECTED,1675792229450,Q,4,None
CHAR_SELECTED,1675792230749,P,4,None
CHAR_SELECTED,1675792231318,F,3,None
CHAR_SELECTED,1675792231775,E,3,None
CHAR_SELECTED,1675792232722,D,3,None
CHAR_SELECTED,1675792234642,C,3,None
CHAR_SELECTED,1675792234794,M,4,None
CHAR_SELECTED,1675792236275,N,4,None
CHAR_CLICKED,1675792251603,N,None,None
CHAR_SELECTED,1675792257366,4,2,None
CHAR_SELECTED,1675792257428,3,2,None
CHAR_SELECTED,1675792257497,C,3,None
CHAR_SELECTED,1675792257564,B,3,None
CHAR_SELECTED,1675792257672,A,3,None
CHAR_CLICKED,1675792260823,A,None,None
CHAR_SELECTED,1675792266755,K,4,None
CHAR_SELECTED,1675792266858,T,4,None
CHAR_SELECTED,1675792266945,S,4,None
CHAR_SELECTED,1675792268720,ENTER,5,None
CHAR_SELECTED,1675792268913,S,4,None
CHAR_SELECTED,1675792269050,R,4,None
CHAR_SELECTED,1675792269218,Q,4,None
CHAR_SELECTED,1675792269682,R,4,None
CHAR_SELECTED,1675792269877,S,4,None
CHAR_SELECTED,1675792273344,T,4,None
CHAR_SELECTED,1675792273482,K,4,None
CHAR_SELECTED,1675792273569,L,4,None
CHAR_SELECTED,1675792274074,M,4,None
CHAR_SELECTED,1675792278294,W,5,None
CHAR_SELECTED,1675792278469,M,4,None
CHAR_SELECTED,1675792278642,N,4,None
CHAR_SELECTED,1675792279592,M,4,None
CHAR_SELECTED,1675792279935,W,5,None
CHAR_SELECTED,1675792286113,V,5,None
CHAR_CLICKED,1675792288394,V,None,None
CHAR_SELECTED,1675792290641,B,3,None
CHAR_SELECTED,1675792290685,A,3,None
CHAR_SELECTED,1675792290744,J,3,None
CHAR_SELECTED,1675792290858,I,3,None
CHAR_CLICKED,1675792294038,I,None,None
CHAR_SELECTED,1675792296913,ENTER,5,None
CHAR_SELECTED,1675792297006,S,4,None
CHAR_SELECTED,1675792297104,T,4,None
CHAR_SELECTED,1675792297224,K,4,None
CHAR_SELECTED,1675792297810,T,4,None
CHAR_SELECTED,1675792298341,S,4,None
CHAR_SELECTED,1675792300357,R,4,None
CHAR_SELECTED,1675792300526,SPACE,5,None
CHAR_SELECTED,1675792302706,Q,4,None
CHAR_SELECTED,1675792303156,R,4,None
CHAR_SELECTED,1675792303854,Q,4,None
CHAR_SELECTED,1675792304253,G,3,None
CHAR_SELECTED,1675792304788,Q,4,None
CHAR_SELECTED,1675792306301,SPACE,5,None
CHAR_SELECTED,1675792306496,Q,4,None
CHAR_SELECTED,1675792307202,SPACE,5,None
CHAR_SELECTED,1675792307287,Q,4,None
CHAR_SELECTED,1675792309060,R,4,None
CHAR_SELECTED,1675792309245,H,3,None
CHAR_SELECTED,1675792316246,R,4,None
CHAR_SELECTED,1675792316437,S,4,None
CHAR_SELECTED,1675792316638,T,4,None
CHAR_SELECTED,1675792317816,K,4,None
CHAR_SELECTED,1675792318341,T,4,None
CHAR_SELECTED,1675792318571,S,4,None
CHAR_SELECTED,1675792319631,ENTER,5,None
CHAR_SELECTED,1675792319907,SPACE,5,None
CHAR_SELECTED,1675792320967,ENTER,5,None
WORD_DONE,1675792323524,None,None,Navi
WORD_NEXT,1675792323527,None,None,Strasse
CHAR_SELECTED,1675792328197,9,2,None
CHAR_SELECTED,1675792328327,I,3,None
CHAR_SELECTED,1675792328381,S,4,None
CHAR_SELECTED,1675792328583,R,4,None
CHAR_SELECTED,1675792331046,S,4,None
CHAR_CLICKED,1675792332623,S,None,None
CHAR_SELECTED,1675792334542,I,3,None
CHAR_SELECTED,1675792335649,H,3,None
CHAR_SELECTED,1675792336001,R,4,None
CHAR_SELECTED,1675792336637,S,4,None
CHAR_SELECTED,1675792336909,I,3,None
CHAR_SELECTED,1675792338566,S,4,None
CHAR_SELECTED,1675792338731,T,4,None
CHAR_CLICKED,1675792340402,T,None,None
CHAR_SELECTED,1675792343131,0,2,None
CHAR_SELECTED,1675792343758,J,3,None
CHAR_SELECTED,1675792343994,0,2,None
CHAR_SELECTED,1675792344524,J,3,None
CHAR_SELECTED,1675792344656,I,3,None
CHAR_SELECTED,1675792344817,H,3,None
CHAR_SELECTED,1675792345533,R,4,None
CHAR_CLICKED,1675792347444,R,None,None
CHAR_SELECTED,1675792349111,H,3,None
CHAR_SELECTED,1675792349212,G,3,None
CHAR_SELECTED,1675792349710,F,3,None
CHAR_SELECTED,1675792349876,E,3,None
CHAR_SELECTED,1675792350051,D,3,None
CHAR_SELECTED,1675792350244,C,3,None
CHAR_SELECTED,1675792350411,3,2,None
CHAR_SELECTED,1675792352470,C,3,None
CHAR_SELECTED,1675792352920,D,3,None
CHAR_SELECTED,1675792355077,C,3,None
CHAR_SELECTED,1675792355343,B,3,None
CHAR_SELECTED,1675792355540,A,3,None
CHAR_CLICKED,1675792357473,A,None,None
CHAR_SELECTED,1675792360745,K,4,None
CHAR_SELECTED,1675792360801,L,4,None
CHAR_SELECTED,1675792360866,M,4,None
CHAR_SELECTED,1675792360929,C,3,None
CHAR_SELECTED,1675792360993,D,3,None
CHAR_SELECTED,1675792361092,E,3,None
CHAR_SELECTED,1675792361490,5,2,None
CHAR_SELECTED,1675792362494,O,4,None
CHAR_SELECTED,1675792362561,P,4,None
