event,timestamp,button,finger,word
WORD_NEXT,1675368355834,None,None,54290 Trier
TRIAL_START,1675368355835,None,None,None
CHAR_SELECTED,1675368358491,2,2,None
CHAR_SELECTED,1675368358656,3,2,None
CHAR_SELECTED,1675368359599,4,2,None
CHAR_SELECTED,1675368360722,5,2,None
CHAR_SELECTED,1675368361183,6,2,None
CHAR_SELECTED,1675368361818,5,2,None
CHAR_CLICKED,1675368364582,5,None,None
CHAR_SELECTED,1675368366952,4,2,None
CHAR_CLICKED,1675368369003,4,None,None
CHAR_SELECTED,1675368370502,3,2,None
CHAR_SELECTED,1675368370642,2,2,None
CHAR_CLICKED,1675368372729,2,None,None
CHAR_SELECTED,1675368374662,1,2,None
CHAR_SELECTED,1675368374893,0,2,None
CHAR_SELECTED,1675368375336,9,2,None
CHAR_CLICKED,1675368377017,9,None,None
CHAR_SELECTED,1675368379063,0,2,None
CHAR_CLICKED,1675368381141,0,None,None
CHAR_SELECTED,1675368384646,T,4,None
CHAR_SELECTED,1675368384943,K,4,None
CHAR_SELECTED,1675368386385,T,4,None
CHAR_SELECTED,1675368387811,ENTER,5,None
CHAR_SELECTED,1675368390172,SPACE,5,None
CHAR_CLICKED,1675368391585,SPACE,None,None
CHAR_SELECTED,1675368399387,Q,4,None
CHAR_SELECTED,1675368400586,R,4,None
CHAR_SELECTED,1675368400951,S,4,None
CHAR_SELECTED,1675368402050,T,4,None
CHAR_CLICKED,1675368403973,T,None,None
CHAR_SELECTED,1675368406910,S,4,None
CHAR_SELECTED,1675368407095,R,4,None
CHAR_CLICKED,1675368408906,R,None,None
CHAR_SELECTED,1675368411330,H,3,None
CHAR_SELECTED,1675368412769,I,3,None
CHAR_CLICKED,1675368414334,I,None,None
CHAR_SELECTED,1675368418028,H,3,None
CHAR_SELECTED,1675368418224,G,3,None
CHAR_SELECTED,1675368419056,F,3,None
CHAR_SELECTED,1675368419555,E,3,None
CHAR_CLICKED,1675368421641,E,None,None
CHAR_SELECTED,1675368423648,O,4,None
CHAR_SELECTED,1675368424011,P,4,None
CHAR_SELECTED,1675368424713,Q,4,None
CHAR_SELECTED,1675368427719,R,4,None
CHAR_SELECTED,1675368427770,S,4,None
CHAR_SELECTED,1675368428685,R,4,None
CHAR_CLICKED,1675368430835,R,None,None
CHAR_SELECTED,1675368433794,S,4,None
CHAR_SELECTED,1675368437936,ENTER,5,None
WORD_DONE,1675368440890,None,None,54290 Trier
WORD_NEXT,1675368440890,None,None,Auto
CHAR_SELECTED,1675368443087,9,2,None
CHAR_SELECTED,1675368443185,0,2,None
CHAR_SELECTED,1675368444810,T,4,None
CHAR_SELECTED,1675368446476,J,3,None
CHAR_SELECTED,1675368447971,A,3,None
CHAR_SELECTED,1675368448073,B,3,None
CHAR_SELECTED,1675368448903,A,3,None
CHAR_CLICKED,1675368451272,A,None,None
CHAR_SELECTED,1675368453395,U,5,None
CHAR_CLICKED,1675368455593,U,None,None
CHAR_SELECTED,1675368458227,K,4,None
CHAR_SELECTED,1675368459355,T,4,None
CHAR_CLICKED,1675368461651,T,None,None
CHAR_SELECTED,1675368463580,S,4,None
CHAR_SELECTED,1675368463683,R,4,None
CHAR_SELECTED,1675368463793,Q,4,None
CHAR_SELECTED,1675368464513,P,4,None
CHAR_SELECTED,1675368464683,O,4,None
CHAR_CLICKED,1675368466040,O,None,None
CHAR_SELECTED,1675368468175,P,4,None
CHAR_SELECTED,1675368468572,Q,4,None
CHAR_SELECTED,1675368468908,R,4,None
CHAR_SELECTED,1675368472799,S,4,None
CHAR_SELECTED,1675368475992,ENTER,5,None
WORD_DONE,1675368478394,None,None,Auto
WORD_NEXT,1675368478396,None,None,WDR 4
CHAR_SELECTED,1675368481728,S,4,None
CHAR_SELECTED,1675368481922,T,4,None
CHAR_SELECTED,1675368483628,K,4,None
CHAR_SELECTED,1675368486176,L,4,None
CHAR_SELECTED,1675368489312,V,5,None
CHAR_SELECTED,1675368490474,W,5,None
CHAR_CLICKED,1675368492536,W,None,None
CHAR_SELECTED,1675368494859,3,2,None
CHAR_SELECTED,1675368495061,C,3,None
CHAR_SELECTED,1675368496093,D,3,None
CHAR_CLICKED,1675368497586,D,None,None
CHAR_SELECTED,1675368499290,N,4,None
CHAR_SELECTED,1675368499389,O,4,None
CHAR_SELECTED,1675368500091,P,4,None
CHAR_SELECTED,1675368500154,Q,4,None
CHAR_SELECTED,1675368501852,R,4,None
CHAR_CLICKED,1675368503549,R,None,None
CHAR_SELECTED,1675368506139,Q,4,None
CHAR_SELECTED,1675368508807,SPACE,5,None
CHAR_CLICKED,1675368510430,SPACE,None,None
CHAR_SELECTED,1675368512139,7,2,None
CHAR_SELECTED,1675368512209,6,2,None
CHAR_SELECTED,1675368512797,5,2,None
CHAR_SELECTED,1675368514696,4,2,None
CHAR_CLICKED,1675368516749,4,None,None
CHAR_SELECTED,1675368519020,X,5,None
CHAR_SELECTED,1675368519119,N,4,None
CHAR_SELECTED,1675368519224,O,4,None
CHAR_SELECTED,1675368519386,P,4,None
CHAR_SELECTED,1675368519488,Z,5,None
CHAR_SELECTED,1675368520624,SPACE,5,None
CHAR_SELECTED,1675368520821,ENTER,5,None
WORD_DONE,1675368522330,None,None,WDR 4
WORD_NEXT,1675368522332,None,None,Radio
CHAR_SELECTED,1675368526117,S,4,None
CHAR_SELECTED,1675368527375,R,4,None
CHAR_CLICKED,1675368529210,R,None,None
CHAR_SELECTED,1675368530370,8,2,None
CHAR_SELECTED,1675368530445,9,2,None
CHAR_SELECTED,1675368530573,0,2,None
CHAR_SELECTED,1675368531605,J,3,None
CHAR_SELECTED,1675368532773,A,3,None
CHAR_SELECTED,1675368532932,B,3,None
CHAR_SELECTED,1675368534196,A,3,None
CHAR_CLICKED,1675368535663,A,None,None
CHAR_SELECTED,1675368536794,B,3,None
CHAR_SELECTED,1675368536897,C,3,None
CHAR_SELECTED,1675368536962,D,3,None
CHAR_CLICKED,1675368538132,D,None,None
CHAR_SELECTED,1675368539853,E,3,None
CHAR_SELECTED,1675368539920,F,3,None
CHAR_SELECTED,1675368539983,G,3,None
CHAR_SELECTED,1675368540019,H,3,None
CHAR_SELECTED,1675368540119,I,3,None
CHAR_CLICKED,1675368541353,I,None,None
CHAR_SELECTED,1675368543718,S,4,None
CHAR_SELECTED,1675368543780,R,4,None
CHAR_SELECTED,1675368543813,Q,4,None
CHAR_SELECTED,1675368544544,P,4,None
CHAR_SELECTED,1675368544612,O,4,None
CHAR_CLICKED,1675368545884,O,None,None
CHAR_SELECTED,1675368547316,P,4,None
CHAR_SELECTED,1675368547474,Q,4,None
CHAR_SELECTED,1675368548840,SPACE,5,None
CHAR_SELECTED,1675368551137,Q,4,None
CHAR_SELECTED,1675368553369,R,4,None
CHAR_SELECTED,1675368554810,SPACE,5,None
CHAR_SELECTED,1675368555834,Q,4,None
CHAR_SELECTED,1675368557725,SPACE,5,None
CHAR_SELECTED,1675368557859,ENTER,5,None
WORD_DONE,1675368559466,None,None,Radio
WORD_NEXT,1675368559468,None,None,02262 Wiehl
CHAR_SELECTED,1675368561923,9,2,None
CHAR_SELECTED,1675368564245,0,2,None
CHAR_CLICKED,1675368565881,0,None,None
CHAR_SELECTED,1675368567154,1,2,None
CHAR_SELECTED,1675368567208,2,2,None
CHAR_CLICKED,1675368568653,2,None,None
CHAR_CLICKED,1675368569108,2,None,None
CHAR_SELECTED,1675368570640,3,2,None
CHAR_SELECTED,1675368570702,4,2,None
CHAR_SELECTED,1675368570770,5,2,None
CHAR_SELECTED,1675368570802,6,2,None
CHAR_CLICKED,1675368572045,6,None,None
CHAR_SELECTED,1675368573065,5,2,None
CHAR_SELECTED,1675368573096,4,2,None
CHAR_SELECTED,1675368573169,3,2,None
CHAR_SELECTED,1675368573202,2,2,None
CHAR_CLICKED,1675368575832,2,None,None
CHAR_SELECTED,1675368578123,L,4,None
CHAR_SELECTED,1675368578358,M,4,None
CHAR_SELECTED,1675368578563,W,5,None
CHAR_SELECTED,1675368579391,M,4,None
CHAR_SELECTED,1675368579539,N,4,None
CHAR_SELECTED,1675368579686,X,5,None
CHAR_SELECTED,1675368580350,Y,5,None
CHAR_SELECTED,1675368580650,O,4,None
CHAR_SELECTED,1675368581051,E,3,None
CHAR_SELECTED,1675368582324,Y,5,None
CHAR_SELECTED,1675368582520,Z,5,None
CHAR_SELECTED,1675368582749,SPACE,5,None
CHAR_CLICKED,1675368584375,SPACE,None,None
CHAR_SELECTED,1675368586015,Z,5,None
CHAR_SELECTED,1675368586215,P,4,None
CHAR_SELECTED,1675368586507,O,4,None
CHAR_SELECTED,1675368587680,N,4,None
CHAR_SELECTED,1675368587909,X,5,None
CHAR_SELECTED,1675368588703,W,5,None
CHAR_CLICKED,1675368590421,W,None,None
CHAR_SELECTED,1675368591776,C,3,None
CHAR_SELECTED,1675368591863,D,3,None
CHAR_SELECTED,1675368591968,E,3,None
CHAR_SELECTED,1675368592068,F,3,None
CHAR_SELECTED,1675368592136,G,3,None
CHAR_SELECTED,1675368592236,H,3,None
CHAR_SELECTED,1675368592304,I,3,None
CHAR_CLICKED,1675368593564,I,None,None
CHAR_SELECTED,1675368594736,H,3,None
CHAR_SELECTED,1675368594761,G,3,None
CHAR_SELECTED,1675368594797,F,3,None
CHAR_SELECTED,1675368594865,E,3,None
CHAR_SELECTED,1675368594961,D,3,None
