event,timestamp,button,finger,word
WORD_NEXT,1675355038898,None,None,02262 Wiehl
TRIAL_START,1675355038898,None,None,None
CHAR_SELECTED,1675355043451,2,2,None
CHAR_SELECTED,1675355043659,3,2,None
CHAR_SELECTED,1675355043953,4,2,None
CHAR_SELECTED,1675355044534,5,2,None
CHAR_SELECTED,1675355044720,6,2,None
CHAR_SELECTED,1675355044924,7,2,None
CHAR_SELECTED,1675355045155,8,2,None
CHAR_SELECTED,1675355046684,9,2,None
CHAR_SELECTED,1675355046849,0,2,None
CHAR_SELECTED,1675355047047,A,2,None
CHAR_SELECTED,1675355047778,0,2,None
CHAR_CLICKED,1675355050353,0,None,None
CHAR_SELECTED,1675355052104,9,4,None
CHAR_SELECTED,1675355052305,8,4,None
CHAR_SELECTED,1675355052486,7,3,None
CHAR_SELECTED,1675355052615,6,3,None
CHAR_SELECTED,1675355052844,5,3,None
CHAR_SELECTED,1675355053137,4,3,None
CHAR_SELECTED,1675355053379,3,3,None
CHAR_SELECTED,1675355053573,2,3,None
CHAR_CLICKED,1675355055985,2,None,None
CHAR_CLICKED,1675355056391,2,None,None
CHAR_SELECTED,1675355058032,3,4,None
CHAR_SELECTED,1675355058200,4,2,None
CHAR_SELECTED,1675355058395,5,2,None
CHAR_SELECTED,1675355061893,6,2,None
CHAR_SELECTED,1675355062233,7,2,None
CHAR_SELECTED,1675355063420,6,2,None
CHAR_CLICKED,1675355065861,6,None,None
CHAR_SELECTED,1675355067616,5,2,None
CHAR_SELECTED,1675355067780,4,2,None
CHAR_SELECTED,1675355067943,3,2,None
CHAR_SELECTED,1675355069664,2,2,None
CHAR_CLICKED,1675355072125,2,None,None
CHAR_SELECTED,1675355074639,3,3,None
CHAR_SELECTED,1675355074707,4,2,None
CHAR_SELECTED,1675355075471,5,3,None
CHAR_SELECTED,1675355075570,6,3,None
CHAR_SELECTED,1675355075632,7,3,None
CHAR_SELECTED,1675355075708,8,2,None
CHAR_SELECTED,1675355075769,9,2,None
CHAR_SELECTED,1675355076317,0,3,None
CHAR_SELECTED,1675355076370,A,3,None
CHAR_SELECTED,1675355076439,B,3,None
