event,timestamp,button,finger,word
WORD_NEXT,1675779318318,None,None,Max Muster
TRIAL_START,1675779318318,None,None,None
CHAR_SELECTED,1675779322849,K,4,None
CHAR_SELECTED,1675779323255,L,4,None
CHAR_SELECTED,1675779325672,B,3,None
CHAR_SELECTED,1675779328435,L,4,None
CHAR_SELECTED,1675779329037,B,3,None
CHAR_SELECTED,1675779331596,L,4,None
CHAR_SELECTED,1675779331981,M,4,None
CHAR_CLICKED,1675779334811,M,None,None
CHAR_SELECTED,1675779338021,C,3,None
CHAR_SELECTED,1675779338264,3,2,None
CHAR_SELECTED,1675779338628,2,2,None
CHAR_SELECTED,1675779340247,3,2,None
CHAR_SELECTED,1675779341210,C,3,None
CHAR_SELECTED,1675779345314,B,3,None
CHAR_SELECTED,1675779346673,A,3,None
CHAR_SELECTED,1675779347103,J,3,None
CHAR_SELECTED,1675779348932,A,3,None
CHAR_SELECTED,1675779349277,B,3,None
CHAR_SELECTED,1675779351163,A,3,None
CHAR_CLICKED,1675779353864,A,None,None
CHAR_SELECTED,1675779356830,B,3,None
CHAR_SELECTED,1675779359347,V,5,None
CHAR_SELECTED,1675779361262,W,5,None
CHAR_SELECTED,1675779361411,X,5,None
CHAR_CLICKED,1675779363617,X,None,None
CHAR_SELECTED,1675779365775,Y,5,None
CHAR_SELECTED,1675779366374,Z,5,None
CHAR_SELECTED,1675779366813,SPACE,5,None
CHAR_CLICKED,1675779369539,SPACE,None,None
CHAR_SELECTED,1675779372996,Q,4,None
CHAR_SELECTED,1675779374060,R,4,None
CHAR_SELECTED,1675779375265,S,4,None
CHAR_SELECTED,1675779375603,T,4,None
CHAR_SELECTED,1675779383013,K,4,None
CHAR_SELECTED,1675779383214,L,4,None
CHAR_SELECTED,1675779385081,M,4,None
CHAR_CLICKED,1675779387366,M,None,None
CHAR_SELECTED,1675779390572,W,5,None
CHAR_SELECTED,1675779391627,V,5,None
CHAR_SELECTED,1675779391998,U,5,None
CHAR_CLICKED,1675779394203,U,None,None
CHAR_SELECTED,1675779397592,K,4,None
CHAR_SELECTED,1675779397795,L,4,None
CHAR_SELECTED,1675779398055,M,4,None
CHAR_SELECTED,1675779398501,N,4,None
CHAR_SELECTED,1675779398714,D,3,None
CHAR_SELECTED,1675779398919,N,4,None
CHAR_SELECTED,1675779399116,D,3,None
CHAR_SELECTED,1675779402126,C,3,None
CHAR_SELECTED,1675779402282,M,4,None
CHAR_SELECTED,1675779402481,L,4,None
CHAR_SELECTED,1675779402751,K,4,None
