event,timestamp,button,finger,word
WORD_NEXT,1675383338603,None,None,Jane Doe
TRIAL_START,1675383338603,None,None,None
CHAR_SELECTED,1675383340284,2,3,None
CHAR_SELECTED,1675383340347,3,3,None
CHAR_SELECTED,1675383340410,4,3,None
CHAR_SELECTED,1675383340449,5,3,None
CHAR_SELECTED,1675383340515,6,2,None
CHAR_SELECTED,1675383340981,7,3,None
CHAR_SELECTED,1675383341049,8,3,None
CHAR_SELECTED,1675383341111,9,3,None
CHAR_SELECTED,1675383341178,0,3,None
CHAR_SELECTED,1675383341611,A,3,None
CHAR_SELECTED,1675383341678,B,3,None
CHAR_SELECTED,1675383341744,C,2,None
CHAR_SELECTED,1675383342153,D,3,None
CHAR_SELECTED,1675383342211,E,2,None
CHAR_SELECTED,1675383342240,F,2,None
CHAR_SELECTED,1675383342282,G,2,None
CHAR_SELECTED,1675383342699,H,2,None
CHAR_SELECTED,1675383342738,I,2,None
CHAR_SELECTED,1675383343474,J,2,None
CHAR_CLICKED,1675383347354,J,None,None
CHAR_SELECTED,1675383348797,I,3,None
CHAR_SELECTED,1675383348831,H,3,None
CHAR_SELECTED,1675383348862,G,3,None
CHAR_SELECTED,1675383348930,F,4,None
CHAR_SELECTED,1675383348962,E,4,None
CHAR_SELECTED,1675383349364,D,3,None
CHAR_SELECTED,1675383349425,C,3,None
CHAR_SELECTED,1675383350031,B,3,None
CHAR_SELECTED,1675383350108,A,4,None
CHAR_SELECTED,1675383350205,0,4,None
CHAR_SELECTED,1675383350996,A,3,None
CHAR_CLICKED,1675383353309,A,None,None
CHAR_SELECTED,1675383354658,B,4,None
CHAR_SELECTED,1675383354725,C,3,None
CHAR_SELECTED,1675383354761,D,3,None
CHAR_SELECTED,1675383354820,E,3,None
CHAR_SELECTED,1675383355655,F,4,None
CHAR_SELECTED,1675383355724,G,5,None
CHAR_SELECTED,1675383355751,H,3,None
CHAR_SELECTED,1675383355786,I,3,None
CHAR_SELECTED,1675383356231,J,3,None
CHAR_SELECTED,1675383356253,K,3,None
CHAR_SELECTED,1675383356323,L,2,None
CHAR_SELECTED,1675383356783,M,3,None
CHAR_SELECTED,1675383356854,N,3,None
CHAR_CLICKED,1675383358581,N,None,None
CHAR_SELECTED,1675383359778,M,3,None
CHAR_SELECTED,1675383359810,L,3,None
CHAR_SELECTED,1675383359886,K,3,None
CHAR_SELECTED,1675383360281,J,2,None
CHAR_SELECTED,1675383360320,I,3,None
CHAR_SELECTED,1675383360393,H,3,None
CHAR_SELECTED,1675383360411,G,3,None
CHAR_SELECTED,1675383360794,F,3,None
CHAR_SELECTED,1675383360843,E,3,None
CHAR_CLICKED,1675383361990,E,None,None
CHAR_SELECTED,1675383362976,F,3,None
CHAR_SELECTED,1675383363013,G,2,None
CHAR_SELECTED,1675383363575,H,2,None
CHAR_SELECTED,1675383363979,I,3,None
CHAR_SELECTED,1675383364002,J,2,None
CHAR_SELECTED,1675383364053,K,3,None
CHAR_SELECTED,1675383364074,L,2,None
CHAR_SELECTED,1675383364559,M,2,None
CHAR_SELECTED,1675383365046,N,2,None
CHAR_SELECTED,1675383365069,O,2,None
CHAR_SELECTED,1675383365982,P,3,None
CHAR_SELECTED,1675383366009,Q,2,None
CHAR_SELECTED,1675383368398,R,4,None
CHAR_SELECTED,1675383368430,S,3,None
CHAR_SELECTED,1675383368463,T,3,None
CHAR_SELECTED,1675383368500,U,3,None
CHAR_SELECTED,1675383368531,V,3,None
CHAR_SELECTED,1675383368562,W,2,None
CHAR_SELECTED,1675383368629,X,2,None
CHAR_SELECTED,1675383369195,Y,4,None
CHAR_SELECTED,1675383369243,Z,4,None
CHAR_SELECTED,1675383369293,SPACE,3,None
CHAR_SELECTED,1675383369360,ENTER,3,None
CHAR_SELECTED,1675383369377,1,3,None
CHAR_SELECTED,1675383369432,2,2,None
CHAR_SELECTED,1675383369498,3,2,None
CHAR_SELECTED,1675383369562,4,2,None
CHAR_SELECTED,1675383370258,3,2,None
CHAR_SELECTED,1675383370294,2,2,None
CHAR_SELECTED,1675383370362,1,3,None
CHAR_SELECTED,1675383370394,ENTER,3,None
CHAR_SELECTED,1675383370465,SPACE,4,None
CHAR_SELECTED,1675383370529,Z,4,None
CHAR_SELECTED,1675383371158,SPACE,3,None
CHAR_SELECTED,1675383371237,ENTER,3,None
CHAR_SELECTED,1675383371327,1,3,None
CHAR_SELECTED,1675383371861,ENTER,3,None
CHAR_SELECTED,1675383376023,SPACE,2,None
CHAR_SELECTED,1675383376084,Z,3,None
CHAR_SELECTED,1675383376190,Y,4,None
CHAR_SELECTED,1675383376253,X,4,None
CHAR_SELECTED,1675383379842,Y,2,None
CHAR_SELECTED,1675383379944,Z,2,None
CHAR_SELECTED,1675383381416,SPACE,3,None
CHAR_CLICKED,1675383383680,SPACE,None,None
CHAR_SELECTED,1675383385142,Z,3,None
CHAR_SELECTED,1675383385214,Y,3,None
CHAR_SELECTED,1675383385237,X,4,None
