event,timestamp,button,finger,word
WORD_NEXT,1675381477397,None,None,51674 Wiehl
TRIAL_START,1675381477397,None,None,None
CHAR_SELECTED,1675381481842,2,2,None
CHAR_SELECTED,1675381482075,3,2,None
CHAR_SELECTED,1675381482306,4,2,None
CHAR_SELECTED,1675381483124,5,2,None
CHAR_CLICKED,1675381486582,5,None,None
CHAR_SELECTED,1675381488669,E,3,None
CHAR_SELECTED,1675381488834,5,2,None
CHAR_SELECTED,1675381488966,4,2,None
CHAR_SELECTED,1675381489101,3,2,None
CHAR_SELECTED,1675381489568,2,2,None
CHAR_SELECTED,1675381490443,1,2,None
CHAR_SELECTED,1675381490632,0,2,None
CHAR_SELECTED,1675381495721,1,2,None
CHAR_SELECTED,1675381495888,2,2,None
CHAR_SELECTED,1675381496530,1,2,None
CHAR_CLICKED,1675381499026,1,None,None
CHAR_SELECTED,1675381500481,2,2,None
CHAR_SELECTED,1675381500612,3,2,None
CHAR_SELECTED,1675381500777,4,2,None
CHAR_SELECTED,1675381500979,5,2,None
CHAR_SELECTED,1675381502249,6,2,None
CHAR_CLICKED,1675381504361,6,None,None
CHAR_SELECTED,1675381506266,7,2,None
CHAR_CLICKED,1675381507982,7,None,None
CHAR_SELECTED,1675381509896,6,2,None
CHAR_SELECTED,1675381510068,5,2,None
CHAR_SELECTED,1675381510307,4,2,None
CHAR_CLICKED,1675381512937,4,None,None
CHAR_SELECTED,1675381517184,N,4,None
CHAR_SELECTED,1675381517383,X,5,None
CHAR_SELECTED,1675381517555,Y,5,None
CHAR_SELECTED,1675381517897,Z,5,None
CHAR_SELECTED,1675381518159,P,4,None
CHAR_SELECTED,1675381518626,F,3,None
CHAR_SELECTED,1675381519150,Z,5,None
CHAR_SELECTED,1675381519495,P,4,None
CHAR_SELECTED,1675381519781,Z,5,None
CHAR_SELECTED,1675381521525,SPACE,5,None
CHAR_SELECTED,1675381521808,ENTER,5,None
CHAR_SELECTED,1675381522086,U,5,None
CHAR_SELECTED,1675381522377,ENTER,5,None
CHAR_SELECTED,1675381523374,S,4,None
CHAR_SELECTED,1675381524020,T,4,None
